#969538.647044022,13241.93359375,42336.125,-24462.732421875,13304.607421875,-5462.81103515625,-16575.44921875,-2079.136962890625,26517.818359375
969538.651039735,13235.49609375,42338.62890625,-24463.470703125,13304.6748046875,-5462.0732421875,-16572.544921875,-2067.625732421875,26522.177734375
969538.65597776,13236.1669921875,42341.87109375,-24456.294921875,13313.16796875,-5454.9658203125,-16564.1171875,-2056.919189453125,26518.53515625
969538.65902642,13234.53515625,42346.40625,-24453.412109375,13314.8671875,-5453.7587890625,-16569.03515625,-2063.78125,26521.865234375
969538.662890121,13221.861328125,42342.0703125,-24461.16796875,13306.57421875,-5461.73828125,-16574.0859375,-2068.855224609375,26509.236328125
969538.666998153,13228.5673828125,42341.1796875,-24465.19140625,13303.2216796875,-5465.42626953125,-16573.662109375,-2064.1611328125,26506.53125
969538.671044556,13231.47265625,42336.4609375,-24467.359375,13298.818359375,-5471.7294921875,-16588.34765625,-2079.3603515625,26517.349609375
969538.675040998,13242.4697265625,42326.78515625,-24468.767578125,13296.3154296875,-5472.51171875,-16588.01171875,-2095.744384765625,26502.6875
969538.679090318,13229.8408203125,42324.30078125,-24467.8515625,13296.0244140625,-5472.869140625,-16591.119140625,-2088.7705078125,26502.865234375
969538.683926235,13224.029296875,42325.77734375,-24464.119140625,13300.271484375,-5469.40478515625,-16588.5703125,-2086.7587890625,26503.87109375
969538.686627727,13224.07421875,42329.30859375,-24461.189453125,13302.1708984375,-5465.38134765625,-16583.5859375,-2084.814208984375,26507.0
969538.691057035,13225.0126953125,42332.34765625,-24458.44140625,13307.111328125,-5460.6875,-16579.18359375,-2079.829833984375,26512.298828125
969538.694968508,13222.8896484375,42333.30859375,-24457.501953125,13307.669921875,-5457.44677734375,-16569.236328125,-2072.051513671875,26519.919921875
969538.699147287,13204.4052734375,42333.66796875,-24465.638671875,13299.7578125,-5463.1240234375,-16569.1015625,-2070.28564453125,26517.841796875
969538.702658715,13179.5048828125,42341.3125,-24474.4453125,13294.7724609375,-5470.45556640625,-16582.333984375,-2078.913330078125,26509.90625
969538.706978257,13237.3291015625,42317.4609375,-24475.25,13292.783203125,-5473.919921875,-16589.62109375,-2083.249755859375,26506.107421875
969538.712064339,13249.3984375,42313.125,-24477.9765625,13286.8603515625,-5479.9326171875,-16591.498046875,-2082.66845703125,26499.625
969538.716051665,13242.380859375,42317.12890625,-24477.26171875,13288.5146484375,-5478.79248046875,-16593.48828125,-2075.650146484375,26511.94140625
969538.719116734,13234.84765625,42325.28515625,-24472.41015625,13295.130859375,-5469.62841796875,-16586.357421875,-2073.414794921875,26506.642578125
969538.722649678,13222.7783203125,42331.54296875,-24470.82421875,13296.94140625,-5469.740234375,-16585.59765625,-2078.332275390625,26503.201171875
969538.72656334,13215.7822265625,42319.65234375,-24475.517578125,13291.5322265625,-5473.65185546875,-16587.564453125,-2089.5751953125,26517.013671875
